date,product_id,traffic,impressions,payment,revenue,product_ad_spend,shop_ad_spend,auto_ad_spend,run_shop_ad,run_product_ad,product_page_bounce_count,traffic_from_search,wm_yr_wk,month,d,doubleday,near_dday,end_of_month,weekend,other_commercial_sale,day_offs,avg_price,promotion_on,promotion_price,price_bin,discount_rate,comment_received,product_rating,high_rating,high_discount,high_comment,avg_category_rate,avg_category_comment,week_of_month,wday,day_of_year,conversion_rate
12/20/2024,8496629533,0,0,0,0,0,40000,0,1,0,0,0,202450,12,234,0,0,0,0,0,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,4,5,355,0
12/21/2024,8496629533,1,3,0,0,0,35758,0,1,0,0,0,202450,12,235,0,0,0,1,0,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,4,6,356,0
12/22/2024,8496629533,0,0,0,0,0,34291,0,1,0,0,0,202451,12,236,0,0,0,1,0,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,4,7,357,0
12/23/2024,8496629533,1,1,0,0,0,32733,0,1,0,0,0,202451,12,237,0,0,0,0,1,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,5,1,358,0
12/24/2024,8496629533,2,3,0,0,0,33039,0,1,0,0,0,202451,12,238,0,0,0,0,1,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,5,2,359,0
12/25/2024,8496629533,1,1,0,0,0,32071,0,1,0,0,1,202451,12,239,0,0,1,0,1,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,5,3,360,0
12/26/2024,8496629533,1,2,0,0,0,31631,0,1,0,0,0,202451,12,240,0,0,1,0,0,0,16200000,0,16200000,expensive,,5,5,1,0,1,5,5,5,4,361,0
5/1/2024,8552315954,0,0,0,0,0,67,30000,1,0,0,0,202417,5,1,0,0,0,0,0,1,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,3,122,0
5/2/2024,8552315954,2,4,0,0,0,5089,30000,1,0,0,2,202417,5,2,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,4,123,0
5/3/2024,8552315954,1,2,1,378000,0,8849,30000,1,0,0,0,202417,5,3,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,5,124,1
5/4/2024,8552315954,0,0,0,0,0,11675,30000,1,0,0,0,202417,5,4,0,1,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,6,125,0
5/5/2024,8552315954,2,5,1,378000,0,19085,25000,1,0,0,2,202418,5,5,1,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,7,126,0.5
5/6/2024,8552315954,1,3,0,0,0,8384,30000,1,0,0,0,202418,5,6,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,1,127,0
5/7/2024,8552315954,1,1,0,0,0,3710,30000,1,0,0,0,202418,5,7,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,2,128,0
5/8/2024,8552315954,1,1,0,0,0,6197,30000,1,0,0,1,202418,5,8,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,3,129,0
5/9/2024,8552315954,0,0,0,0,0,13513,30000,1,0,0,0,202418,5,9,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,4,130,0
5/10/2024,8552315954,2,4,0,0,0,49921,30000,1,0,1,1,202418,5,10,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,5,131,0
5/11/2024,8552315954,2,2,0,0,0,100000,30000,1,0,1,0,202418,5,11,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,6,132,0
5/12/2024,8552315954,2,3,1,355320,0,57166,30000,1,0,1,1,202419,5,12,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,7,133,0.5
5/13/2024,8552315954,1,3,0,0,0,37739,30000,1,0,0,1,202419,5,13,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,1,134,0
5/14/2024,8552315954,2,2,0,0,0,25368,30000,1,0,0,0,202419,5,14,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,2,135,0
5/15/2024,8552315954,0,0,0,0,0,5099,30000,1,0,0,0,202419,5,15,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,3,136,0
5/16/2024,8552315954,1,2,1,354260,0,145,25000,1,0,0,1,202419,5,16,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,4,137,1
5/17/2024,8552315954,1,1,0,0,0,3787,25000,1,0,0,0,202419,5,17,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,5,138,0
5/18/2024,8552315954,0,0,0,0,0,29,25000,1,0,0,0,202419,5,18,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,6,139,0
5/19/2024,8552315954,0,0,0,0,0,1902,25000,1,0,0,0,202420,5,19,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,7,140,0
5/20/2024,8552315954,1,1,0,0,0,8617,25000,1,0,0,0,202420,5,20,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,1,141,0
5/21/2024,8552315954,0,0,0,0,0,13422,25000,1,0,0,0,202420,5,21,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,2,142,0
5/22/2024,8552315954,0,0,0,0,0,318,25000,1,0,0,0,202420,5,22,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,3,143,0
5/23/2024,8552315954,1,1,0,0,0,31317,25000,1,0,0,0,202420,5,23,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,4,144,0
5/24/2024,8552315954,0,0,0,0,0,31361,25000,1,0,0,0,202420,5,24,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,5,145,0
5/25/2024,8552315954,2,3,0,0,0,34847,25000,1,0,0,2,202420,5,25,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,6,146,0
5/26/2024,8552315954,1,3,0,0,0,16606,25000,1,0,0,0,202421,5,26,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,7,147,0
5/27/2024,8552315954,1,1,0,0,0,22084,40000,1,0,0,0,202421,5,27,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,1,148,0
5/28/2024,8552315954,0,0,0,0,0,115,40000,1,0,0,0,202421,5,28,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,2,149,0
5/29/2024,8552315954,1,1,0,0,0,9083,60000,1,0,0,0,202421,5,29,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,3,150,0
5/30/2024,8552315954,0,0,0,0,0,48269,40000,1,0,0,0,202421,5,30,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,4,151,0
5/31/2024,8552315954,1,1,0,0,0,23433,40000,1,0,0,0,202421,5,31,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,5,152,0
6/1/2024,8552315954,0,0,0,0,0,3111,40000,1,0,0,0,202421,6,32,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,6,153,0
6/2/2024,8552315954,0,0,0,0,0,18124,40000,1,0,0,0,202422,6,33,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,7,154,0
6/3/2024,8552315954,1,1,0,0,0,37233,40000,1,0,0,1,202422,6,34,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,1,155,0
6/4/2024,8552315954,2,5,0,0,0,20747,40000,1,0,1,1,202422,6,35,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,2,156,0
6/5/2024,8552315954,0,0,0,0,0,20127,40000,1,0,0,0,202422,6,36,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,3,157,0
6/6/2024,8552315954,3,3,0,0,0,76107,25000,1,0,1,2,202422,6,37,1,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,4,158,0
6/7/2024,8552315954,0,0,0,0,0,47929,25000,1,0,0,0,202422,6,38,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,5,159,0
6/8/2024,8552315954,0,0,0,0,0,27890,25000,1,0,0,0,202422,6,39,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,6,160,0
6/9/2024,8552315954,1,2,0,0,0,39497,35000,1,0,0,1,202423,6,40,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,7,161,0
6/10/2024,8552315954,0,0,0,0,0,33166,35000,1,0,0,0,202423,6,41,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,1,162,0
6/11/2024,8552315954,0,0,0,0,0,26853,35000,1,0,0,0,202423,6,42,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,2,163,0
6/12/2024,8552315954,2,2,0,0,0,34427,35000,1,0,0,2,202423,6,43,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,3,164,0
6/13/2024,8552315954,0,0,0,0,0,41559,35000,1,0,0,0,202423,6,44,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,4,165,0
6/14/2024,8552315954,1,1,0,0,0,34525,35000,1,0,0,0,202423,6,45,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,5,166,0
6/15/2024,8552315954,0,0,0,0,0,32482,35000,1,0,0,0,202423,6,46,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,6,167,0
6/16/2024,8552315954,0,0,0,0,0,46742,35000,1,0,0,0,202424,6,47,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,7,168,0
6/17/2024,8552315954,0,0,0,0,0,20100,35000,1,0,0,0,202424,6,48,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,1,169,0
6/18/2024,8552315954,0,0,0,0,0,6214,35000,1,0,0,0,202424,6,49,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,2,170,0
6/19/2024,8552315954,0,0,0,0,0,10638,35000,1,0,0,0,202424,6,50,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,3,171,0
6/20/2024,8552315954,1,1,0,0,0,35145,35000,1,0,0,0,202424,6,51,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,4,172,0
6/21/2024,8552315954,0,0,0,0,0,32972,35000,1,0,0,0,202424,6,52,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,5,173,0
6/22/2024,8552315954,1,1,0,0,0,35227,35000,1,0,0,0,202424,6,53,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,6,174,0
6/23/2024,8552315954,1,1,0,0,0,68155,35000,1,0,0,1,202425,6,54,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,7,175,0
6/24/2024,8552315954,3,3,0,0,0,61189,40000,1,0,2,1,202425,6,55,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,1,176,0
6/25/2024,8552315954,2,3,0,0,0,100000,40000,1,0,1,1,202425,6,56,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,2,177,0
6/26/2024,8552315954,0,0,0,0,0,55184,40000,1,0,0,0,202425,6,57,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,3,178,0
6/27/2024,8552315954,3,3,0,0,0,44722,40000,1,0,2,1,202425,6,58,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,4,179,0
6/28/2024,8552315954,2,3,1,367757,0,69170,40000,1,0,1,1,202425,6,59,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,5,180,0.5
6/29/2024,8552315954,1,3,0,0,0,57458,40000,1,0,0,0,202425,6,60,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,6,181,0
6/30/2024,8552315954,2,4,0,0,0,39917,40000,1,0,1,1,202426,6,61,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,7,182,0
7/1/2024,8552315954,3,4,0,0,0,50116,40000,1,0,2,1,202426,7,62,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,1,183,0
7/2/2024,8552315954,1,1,0,0,0,52791,40000,1,0,0,1,202426,7,63,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,2,184,0
7/3/2024,8552315954,0,0,0,0,0,22561,35000,1,0,0,0,202426,7,64,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,3,185,0
7/4/2024,8552315954,0,0,0,0,0,35280,45000,1,0,0,0,202426,7,65,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,4,186,0
7/5/2024,8552315954,0,0,0,0,0,32868,45000,1,0,0,0,202426,7,66,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,5,187,0
7/6/2024,8552315954,0,0,0,0,0,42509,37000,1,0,0,0,202426,7,67,0,1,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,6,188,0
7/7/2024,8552315954,1,2,0,0,0,60488,37000,1,0,0,1,202427,7,68,1,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,7,189,0
7/8/2024,8552315954,0,0,0,0,0,11361,7797,1,0,0,0,202427,7,69,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,1,190,0
7/9/2024,8552315954,0,0,0,0,0,11238,37000,1,0,0,0,202427,7,70,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,2,191,0
7/10/2024,8552315954,0,0,0,0,0,35588,37000,1,0,0,0,202427,7,71,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,3,192,0
7/11/2024,8552315954,0,0,0,0,0,56647,40000,1,0,0,0,202427,7,72,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,4,193,0
7/12/2024,8552315954,0,0,0,0,0,32555,40000,1,0,0,0,202427,7,73,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,5,194,0
7/13/2024,8552315954,1,2,0,0,0,60036,40000,1,0,0,1,202427,7,74,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,6,195,0
7/14/2024,8552315954,0,0,0,0,0,56121,40000,1,0,0,0,202428,7,75,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,7,196,0
7/15/2024,8552315954,1,3,1,340200,0,28,40000,1,0,0,0,202428,7,76,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,1,197,1
7/16/2024,8552315954,0,0,0,0,0,3010,25000,1,0,0,0,202428,7,77,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,2,198,0
7/17/2024,8552315954,3,6,0,0,0,10873,0,1,0,2,2,202428,7,78,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,3,199,0
7/18/2024,8552315954,1,1,0,0,0,7206,0,1,0,0,1,202428,7,79,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,4,200,0
7/19/2024,8552315954,0,0,0,0,0,15777,0,1,0,0,0,202428,7,80,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,5,201,0
7/20/2024,8552315954,1,1,0,0,0,20547,0,1,0,0,1,202428,7,81,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,6,202,0
7/21/2024,8552315954,2,14,0,0,0,28881,0,1,0,0,0,202429,7,82,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,7,203,0
7/22/2024,8552315954,3,4,0,0,0,23323,0,1,0,0,1,202429,7,83,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,1,204,0
7/23/2024,8552315954,2,2,0,0,0,61167,0,1,0,0,1,202429,7,84,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,2,205,0
7/24/2024,8552315954,1,1,0,0,0,25748,0,1,0,0,0,202429,7,85,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,3,206,0
7/25/2024,8552315954,1,1,0,0,0,75522,0,1,0,0,0,202429,7,86,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,4,207,0
7/26/2024,8552315954,2,5,0,0,0,37185,0,1,0,0,0,202429,7,87,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,5,208,0
7/27/2024,8552315954,0,0,0,0,0,9507,0,1,0,0,0,202429,7,88,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,6,209,0
7/28/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,7,89,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,7,210,0
7/29/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,7,90,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,6,1,211,0
7/30/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,7,91,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,6,2,212,0
7/31/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,7,92,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,6,3,213,0
8/1/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,8,93,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,4,214,0
8/2/2024,8552315954,1,1,0,0,0,0,0,0,0,0,0,202430,8,94,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,5,215,0
8/3/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202430,8,95,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,6,216,0
8/4/2024,8552315954,1,3,0,0,0,0,0,0,0,0,1,202431,8,96,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,7,217,0
8/5/2024,8552315954,1,4,0,0,0,0,0,0,0,0,0,202431,8,97,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,1,218,0
8/6/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202431,8,98,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,2,219,0
8/7/2024,8552315954,0,0,1,378000,0,0,0,0,0,0,0,202431,8,99,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,3,220,0
8/8/2024,8552315954,2,12,0,0,0,0,0,0,0,1,1,202431,8,100,1,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,4,221,0
8/9/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202431,8,101,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,5,222,0
8/10/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202431,8,102,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,6,223,0
8/11/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202432,8,103,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,7,224,0
8/12/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202432,8,104,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,1,225,0
8/13/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202432,8,105,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,2,226,0
8/14/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202432,8,106,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,3,227,0
8/15/2024,8552315954,1,2,0,0,0,0,0,0,0,0,0,202432,8,107,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,4,228,0
8/16/2024,8552315954,2,4,1,378000,0,0,0,0,0,0,0,202432,8,108,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,5,229,0.5
8/17/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202432,8,109,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,6,230,0
8/18/2024,8552315954,2,11,0,0,0,0,0,0,0,1,1,202433,8,110,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,7,231,0
8/19/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202433,8,111,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,1,232,0
8/20/2024,8552315954,1,1,1,340200,0,0,0,0,0,0,0,202433,8,112,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,2,233,1
8/21/2024,8552315954,1,3,1,378000,0,0,0,0,0,0,0,202433,8,113,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,3,234,1
8/22/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202433,8,114,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,4,235,0
8/23/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202433,8,115,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,5,236,0
8/24/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202433,8,116,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,6,237,0
8/25/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,117,0,0,1,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,7,238,0
8/26/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,118,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,1,239,0
8/27/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,119,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,2,240,0
8/28/2024,8552315954,1,1,0,0,0,0,0,0,0,0,0,202434,8,120,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,3,241,0
8/29/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,121,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,4,242,0
8/30/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,122,0,0,1,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,5,243,0
8/31/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202434,8,123,0,0,1,1,0,1,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,5,6,244,0
9/1/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202435,9,124,0,0,0,1,0,1,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,1,7,245,0
9/2/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202435,9,125,0,0,0,0,0,1,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,1,246,0
9/3/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202435,9,126,0,0,0,0,0,1,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,2,247,0
9/4/2024,8552315954,0,0,0,0,0,0,0,0,0,0,0,202435,9,127,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,3,248,0
9/5/2024,8552315954,0,0,0,0,0,5964,0,1,0,0,0,202435,9,128,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,4,249,0
9/6/2024,8552315954,2,2,0,0,0,25000,0,1,0,1,0,202435,9,129,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,5,250,0
9/7/2024,8552315954,1,3,0,0,0,18828,0,1,0,0,0,202435,9,130,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,6,251,0
9/8/2024,8552315954,3,5,0,0,0,18750,0,1,0,0,2,202436,9,131,0,1,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,2,7,252,0
9/9/2024,8552315954,1,1,0,0,0,18750,0,1,0,0,0,202436,9,132,1,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,1,253,0
9/10/2024,8552315954,0,0,0,0,0,18750,0,1,0,0,0,202436,9,133,0,1,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,2,254,0
9/11/2024,8552315954,0,0,0,0,0,18750,0,1,0,0,0,202436,9,134,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,3,255,0
9/12/2024,8552315954,1,1,0,0,0,18750,0,1,0,0,0,202436,9,135,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,4,256,0
9/13/2024,8552315954,0,0,0,0,0,7742,0,1,0,0,0,202436,9,136,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,5,257,0
9/14/2024,8552315954,0,0,0,0,0,18750,0,1,0,0,0,202436,9,137,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,6,258,0
9/15/2024,8552315954,0,0,0,0,0,18750,0,1,0,0,0,202437,9,138,0,0,0,1,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,3,7,259,0
9/16/2024,8552315954,0,0,0,0,0,9021,0,1,0,0,0,202437,9,139,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,1,260,0
9/17/2024,8552315954,1,2,0,0,0,15610,0,1,0,0,0,202437,9,140,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,2,261,0
9/18/2024,8552315954,0,0,0,0,0,18859,0,1,0,0,0,202437,9,141,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,3,262,0
9/19/2024,8552315954,1,1,0,0,0,19561,0,1,0,0,1,202437,9,142,0,0,0,0,0,0,392792,0,392792,cheap,0,28,5,1,0,1,4.9,8,4,4,263,0
